ax,ay,az,ex,ey,ez,gx,gy,gz,qw,qx,qy,qz,mx,my,mz,BatteryPercent,SystemStatus,GyroStatus,AccelStatus,MagStatus,Timestamp,SequenceNum
-0.890000,4.670000,-2.090000,0.000000,0.000000,0.000000,-20.250000,36.812500,81.875000,0.000000,0.000000,0.000000,0.174622,0.678711,0.674255,0.232849,78.000000,1.000000,3.000000,3.000000,3.000000,1413.395000,139696.000000
-1.350000,5.740000,-2.320000,0.000000,0.000000,0.000000,-13.812500,29.500000,79.187500,0.000000,0.000000,0.000000,0.172180,0.682434,0.669861,0.236511,78.000000,1.000000,3.000000,3.000000,3.000000,1413.405000,139697.000000
-1.910000,8.170000,-2.960000,0.000000,0.000000,0.000000,-8.500000,27.250000,73.875000,0.000000,0.000000,0.000000,0.169617,0.685913,0.665833,0.239624,78.000000,1.000000,3.000000,3.000000,3.000000,1413.415000,139698.000000
-2.110000,9.320000,-3.480000,0.000000,0.000000,0.000000,-1.187500,30.875000,67.187500,0.000000,0.000000,0.000000,0.166565,0.689087,0.662292,0.242432,78.000000,1.000000,3.000000,3.000000,3.000000,1413.426000,139699.000000
-2.170000,9.990000,-3.960000,0.000000,0.000000,0.000000,9.750000,36.625000,58.562500,0.000000,0.000000,0.000000,0.162781,0.691711,0.659607,0.244873,78.000000,1.000000,3.000000,3.000000,3.000000,1413.436000,139700.000000
-1.870000,10.150000,-4.840000,0.000000,0.000000,0.000000,21.750000,41.375000,46.750000,0.000000,0.000000,0.000000,0.158203,0.693787,0.657898,0.246704,78.000000,1.000000,3.000000,3.000000,3.000000,1413.446000,139701.000000
-1.680000,9.810000,-5.290000,0.000000,0.000000,0.000000,31.875000,44.437500,32.812500,0.000000,0.000000,0.000000,0.153198,0.695068,0.657227,0.247986,78.000000,1.000000,3.000000,3.000000,3.000000,1413.456000,139702.000000
-1.520000,9.210000,-5.640000,0.000000,0.000000,0.000000,38.750000,42.062500,17.812500,0.000000,0.000000,0.000000,0.148193,0.695679,0.657532,0.248535,78.000000,1.000000,3.000000,3.000000,3.000000,1413.466000,139703.000000
-1.380000,8.320000,-5.780000,0.000000,0.000000,0.000000,44.062500,34.500000,2.062500,0.000000,0.000000,0.000000,0.143616,0.695618,0.658752,0.248108,78.000000,1.000000,3.000000,3.000000,3.000000,1413.476000,139704.000000
-0.620000,5.700000,-5.840000,0.000000,0.000000,0.000000,47.000000,23.625000,-10.750000,0.000000,0.000000,0.000000,0.139771,0.695068,0.660645,0.246765,78.000000,1.000000,3.000000,3.000000,3.000000,1413.486000,139705.000000
-0.260000,4.220000,-5.560000,0.000000,0.000000,0.000000,48.125000,7.125000,-22.250000,0.000000,0.000000,0.000000,0.137024,0.694275,0.663025,0.244202,78.000000,1.000000,3.000000,3.000000,3.000000,1413.496000,139706.000000
0.040000,2.940000,-5.260000,0.000000,0.000000,0.000000,45.500000,-14.250000,-34.000000,0.000000,0.000000,0.000000,0.135864,0.693176,0.665771,0.240417,78.000000,1.000000,3.000000,3.000000,3.000000,1413.506000,139707.000000
0.310000,2.350000,-4.770000,0.000000,0.000000,0.000000,43.375000,-38.937500,-46.062500,0.000000,0.000000,0.000000,0.136414,0.691833,0.668884,0.235168,78.000000,1.000000,3.000000,3.000000,3.000000,1413.516000,139708.000000
0.370000,1.040000,-3.640000,0.000000,0.000000,0.000000,40.375000,-64.250000,-58.250000,0.000000,0.000000,0.000000,0.142883,0.688293,0.676208,0.220520,78.000000,1.000000,3.000000,3.000000,3.000000,1413.527000,139709.000000
0.270000,0.930000,-2.710000,0.000000,0.000000,0.000000,37.500000,-85.500000,-71.125000,0.000000,0.000000,0.000000,0.142883,0.688293,0.676208,0.220520,78.000000,1.000000,3.000000,3.000000,3.000000,1413.537000,139710.000000
0.390000,0.120000,-2.020000,0.000000,0.000000,0.000000,34.812500,-101.187500,-81.500000,0.000000,0.000000,0.000000,0.148132,0.685913,0.680298,0.211609,78.000000,1.000000,3.000000,3.000000,3.000000,1413.547000,139711.000000
0.250000,-0.920000,-0.590000,0.000000,0.000000,0.000000,25.875000,-112.375000,-88.937500,0.000000,0.000000,0.000000,0.154663,0.683044,0.684448,0.202515,78.000000,1.000000,3.000000,3.000000,3.000000,1413.557000,139712.000000
0.270000,-0.840000,0.020000,0.000000,0.000000,0.000000,17.125000,-119.250000,-92.250000,0.000000,0.000000,0.000000,0.169922,0.676575,0.692444,0.184082,78.000000,1.000000,3.000000,3.000000,3.000000,1413.567000,139713.000000
0.480000,-1.340000,0.520000,0.000000,0.000000,0.000000,16.250000,-123.250000,-94.812500,0.000000,0.000000,0.000000,0.177734,0.673157,0.696289,0.174500,78.000000,1.000000,3.000000,3.000000,3.000000,1413.577000,139714.000000
0.630000,-1.950000,0.980000,0.000000,0.000000,0.000000,17.375000,-125.687500,-95.000000,0.000000,0.000000,0.000000,0.185608,0.669800,0.699768,0.165039,78.000000,1.000000,3.000000,3.000000,3.000000,1413.587000,139715.000000
0.720000,-3.030000,2.090000,0.000000,0.000000,0.000000,15.375000,-125.625000,-91.437500,0.000000,0.000000,0.000000,0.185608,0.669800,0.699768,0.165039,78.000000,1.000000,3.000000,3.000000,3.000000,1413.597000,139716.000000
0.780000,-3.250000,2.670000,0.000000,0.000000,0.000000,12.125000,-121.375000,-85.687500,0.000000,0.000000,0.000000,0.193237,0.666565,0.702820,0.156128,78.000000,1.000000,3.000000,3.000000,3.000000,1413.607000,139717.000000
